List1	List2	Similarity
{'сергьят', 'сяргьят подтвердил', 'сэрхэт', 'сергьат', 'сергьет', 'cяргьят', 'сергьат подтвердил', 'сегьрат', 'саргьа1т', 'саргьаьт', 'серьгьят', 'сэрэт', 'sərhət', 'СЕРГЬЯТ', 'сяргьят', 'саргъа1т', 'сяргьят не подтвердил', 'сэерхет', 'сергьа1т', 'sərhəd', 'са1ргъа1т', 'саргъат', 'саргьаIт', 'саргьат'}	{'сергьят', 'сяргьят подтвердил', '*саргьат', 'сэрхэт', '*саргьят', 'сергьат', 'сергьет', 'cяргьят', 'сергьат подтвердил', 'сегьрат', 'саргьа1т', 'саргьаьт', 'серьгьят', 'сэрхэт(п*)', 'сэрэт', 'sərhət', 'СЕРГЬЯТ', 'сяргьят', 'саргъа1т', 'сяргьят не подтвердил', 'сэерхет', 'сергьа1т', 'sərhəd', 'са1ргъа1т', 'саргъат', 'саргьаIт', 'саргьат'}	DIFFERENT
{'дазу', 'дазу п', 'daˤzi', 'доза', 'дазу подтвердил', 'дозу'}	{'дазу', 'дазу п', 'daˤzi', 'дазу подтвердил', 'доза', 'дозу', '*дазу'}	DIFFERENT
{'örqi'}	{'орхъи', 'örqi'}	DIFFERENT
{'орхъи'}	{'орхъи', 'örqi'}	DIFFERENT
{'хетила дерганета??'}		NOT IN LIST 2
{'II декку'}	{'II декку', 'дукку ч1емир', 'декку ч1имир', 'деккюр ч1емир', 'деккюр ч1имил', 'деккю ч1емир', 'деккуьр ч1имин', 'декюр ч1имир', 'деккю чlимир'}	DIFFERENT
{'ейъух', 'yay ox podtv', 'яюхьи', 'yay oх', 'ей', 'yay ox', 'ox', 'ух яй', 'yay', 'еъух', 'еюх', 'ох', 'ух-йай', 'яюх', 'oh yay', 'ух', 'ухья', 'яй ух'}	{'ейъух', 'yay oх', 'ух яй', 'oh yay', 'ухья', 'Йай – ух', 'yay', 'еъух', 'еюх', 'ох', 'яюх', 'яй ух', 'яюхьи', 'yay ox', 'yay ox podtv', 'ей', 'ox', 'ух-йай', 'ух'}	DIFFERENT
{'дукку ч1емир', 'декку ч1имир', 'деккюр ч1емир', 'деккюр ч1имил', 'деккю ч1емир', 'деккуьр ч1имин', 'декюр ч1имир', 'дюрккю ч1емир', 'деккю чlимир'}	{'II декку', 'дукку ч1емир', 'декку ч1имир', 'деккюр ч1емир', 'деккюр ч1имил', 'деккю ч1емир', 'деккуьр ч1имин', 'декюр ч1имир', 'деккю чlимир'}	DIFFERENT
{'дерекаур'}	{'дерекка жалмуг', 'дерекаур'}	DIFFERENT
{'дерекка жалмуг'}	{'дерекка жалмуг', 'дерекаур'}	DIFFERENT
{'дюрккир', 'Йай – ух'}	{'чими рух', 'ч1ими рук', 'ч1ит1ирухъ', 'дюрккир', 'ч1улки ч1имар', 'ч1емир', 'ч1имир', 'ч1имтер', 'ч1имхъирук', 'чемир подтвердил', 'чимир', 'ч1имрар', 'ч1имирухъ', 'ч1ирку ч1емир', 'дюрккю ч1емир', 'ч1им рар'}	DIFFERENT
{'дукку ч1емир', 'декку ч1имир', 'деккюр ч1емир', 'деккюр ч1имил', 'деккю ч1емир', 'деккуьр ч1имин', 'декюр ч1имир', 'дюрккю ч1емир', 'деккю чlимир'}	{'чими рух', 'ч1ими рук', 'ч1ит1ирухъ', 'дюрккир', 'ч1улки ч1имар', 'ч1емир', 'ч1имир', 'ч1имтер', 'ч1имхъирук', 'чемир подтвердил', 'чимир', 'ч1имрар', 'ч1имирухъ', 'ч1ирку ч1емир', 'дюрккю ч1емир', 'ч1им рар'}	DIFFERENT
{'дюрккир', 'Йай – ух'}	{'ейъух', 'yay oх', 'ух яй', 'oh yay', 'ухья', 'Йай – ух', 'yay', 'еъух', 'еюх', 'ох', 'яюх', 'яй ух', 'яюхьи', 'yay ox', 'yay ox podtv', 'ей', 'ox', 'ух-йай', 'ух'}	DIFFERENT
{'лъер'}	{'лъер', 'не'}	DIFFERENT
{'чуркерин т1ул', 'т1ул'}	{'т1ул'}	DIFFERENT
{'тиркач', 'тиргач', 'тергеч'}	{'тиркач', 'х1яргьут', 'тиргач', 'х1ял', 'тергеч'}	DIFFERENT
{'х1ял'}	{'тиркач', 'х1яргьут', 'тиргач', 'х1ял', 'тергеч'}	DIFFERENT
{'х1яргьут'}	{'тиркач', 'х1яргьут', 'тиргач', 'х1ял', 'тергеч'}	DIFFERENT
{'ЦIЕРУЦIА'}	{'церцедахъи', 'ЦIЕРУЦIА'}	DIFFERENT
{'церцедахъи'}	{'церцедахъи', 'ЦIЕРУЦIА'}	DIFFERENT
{'чими рух', 'ч1ими рук', 'ч1ит1ирухъ', 'ч1улки ч1имар', 'ч1имир', 'ч1имтер', 'ч1имхъирук', 'чемир подтвердил', 'чимир', 'ч1имрар', 'ч1ентерар', 'ч1имирухъ', 'ч1ирку ч1емир', 'ч1емир', 'ч1им рар'}	{'чими рух', 'ч1ими рук', 'ч1ит1ирухъ', 'дюрккир', 'ч1улки ч1имар', 'ч1емир', 'ч1имир', 'ч1имтер', 'ч1имхъирук', 'чемир подтвердил', 'чимир', 'ч1имрар', 'ч1имирухъ', 'ч1ирку ч1емир', 'дюрккю ч1емир', 'ч1им рар'}	DIFFERENT
{'чими рух', 'ч1ими рук', 'ч1ит1ирухъ', 'ч1улки ч1имар', 'ч1имир', 'ч1имтер', 'ч1имхъирук', 'чемир подтвердил', 'чимир', 'ч1имрар', 'ч1ентерар', 'ч1имирухъ', 'ч1ирку ч1емир', 'ч1емир', 'ч1им рар'}	{'ч1ентерар'}	DIFFERENT
{'чуркерин т1ул', 'т1ул'}	{'чуркерин т1ул'}	DIFFERENT
{'abrak'}	{'abranjan', 'abrak'}	DIFFERENT
{'abranjan'}	{'abranjan', 'abrak'}	DIFFERENT
{'ÁКА', 'äᵑgä', 'ака2'}	{'äᵑgä'}	DIFFERENT
{'ÁКА', 'äᵑgä', 'ака2'}	{'ÁКА', 'ака2'}	DIFFERENT
{'gʷeniši'}	{'къваниш', 'gʷeniši', 'кваниш'}	DIFFERENT
{'qolba', 'kolbaq', 'qolbaq'}	{'qolba', 'qolbaq', 'къулбагъ', 'kolbaq', 'къолбагъ'}	DIFFERENT
{'к1ур', 'къур'}	{'к1ур', 'к1урбан', 'къур'}	DIFFERENT
{'к1урбан'}	{'к1ур', 'к1урбан', 'къур'}	DIFFERENT
{'къваниш', 'кваниш'}	{'къваниш', 'gʷeniši', 'кваниш'}	DIFFERENT
{'кулих', 'къулихъ', 'кулех', 'кьулих', 'кулих подтвердил', 'кьулихъ', 'кьулих не наше'}	{'кьулихъ', 'кулих', 'кулих(нп)', 'къулихъ', 'кулех', 'кьулих', 'кулих подтвердил', '*кулих'}	DIFFERENT
{'къолбагъ', 'къулбагъ'}	{'qolba', 'qolbaq', 'къулбагъ', 'kolbaq', 'къолбагъ'}	DIFFERENT
{'кулих', 'къулихъ', 'кулех', 'кьулих', 'кулих подтвердил', 'кьулихъ', 'кьулих не наше'}		NOT IN LIST 2
{'то'}		NOT IN LIST 2
{'это'}		NOT IN LIST 2
{'körpu', 'körpü', 'кюрпи', 'кюрпю'}	{'körpü', 'кюрпю', 'куьрпи', 'körpu', 'кюрпи', 'кёпюр'}	DIFFERENT
{'qidi'}	{'χidi', 'qidi'}	DIFFERENT
{'т1ийо', 'т1ай', 't’iyo'}	{'т1ийо', 't’iyo'}	DIFFERENT
{'χidi'}	{'χidi', 'qidi'}	DIFFERENT
{'гъа', 'гъе1', 'гъа1дж', 'гъядж', 'гъяд', 'гъа1', 'гъяр', 'гъяй'}	{'гъа', 'кьеру', 'кьира', 'кьири', 'гъе1', 'къяр', 'кьир', 'гъа1дж', 'гъядж', 'гъяд', 'гъа1', 'къяй', 'кьиру', 'гъяр', 'гъяй'}	DIFFERENT
{'кёпюр'}	{'körpü', 'кюрпю', 'куьрпи', 'körpu', 'кюрпи', 'кёпюр'}	DIFFERENT
{'куьрпи'}	{'körpü', 'кюрпю', 'куьрпи', 'körpu', 'кюрпи', 'кёпюр'}	DIFFERENT
{'къяй', 'къяр'}	{'гъа', 'кьеру', 'кьира', 'кьири', 'гъе1', 'къяр', 'кьир', 'гъа1дж', 'гъядж', 'гъяд', 'гъа1', 'къяй', 'кьиру', 'гъяр', 'гъяй'}	DIFFERENT
{'кьеру', 'кьира', 'кьиру', 'кьири', 'кьир'}	{'гъа', 'кьеру', 'кьира', 'кьири', 'гъе1', 'къяр', 'кьир', 'гъа1дж', 'гъядж', 'гъяд', 'гъа1', 'къяй', 'кьиру', 'гъяр', 'гъяй'}	DIFFERENT
{'л1е', 'лIемо2', 'ЛIЕ', 'кьо'}	{'кьо'}	DIFFERENT
{'л1е', 'лIемо2', 'ЛIЕ', 'кьо'}	{'л1е', 'ЛIЕ'}	DIFFERENT
{'л1е', 'лIемо2', 'ЛIЕ', 'кьо'}	{'лIемо2'}	DIFFERENT
{'т1ийо', 'т1ай', 't’iyo'}	{'т1ай'}	DIFFERENT
{'süpürgə', 'süpürgə podtv', 'supurgə'}	{'süpürgə', 'supurgə', 'süpürgə podtv', 'суьбуьрке', 'сюпюрке'}	DIFFERENT
{'суьбуьрке', 'сибиртки', 'сюпюрке'}	{'сибиртки'}	DIFFERENT
{'суьбуьрке', 'сибиртки', 'сюпюрке'}	{'süpürgə', 'supurgə', 'süpürgə podtv', 'суьбуьрке', 'сюпюрке'}	DIFFERENT
{'хьириг'}	{'хьириг', 'хьырыс', 'хьырыс п'}	DIFFERENT
{'хьырыс', 'хьырыс п'}	{'хьириг', 'хьырыс', 'хьырыс п'}	DIFFERENT
{'Чийлик', 'челек', 'chelik'}	{'chelik'}	DIFFERENT
{'doolcheh', 'dool', 'dalv'}	{'dalv'}	DIFFERENT
{'doolcheh', 'dool', 'dalv'}	{'doolcheh', 'dool'}	DIFFERENT
{'ведрə', 'ведрэ', 'бедре', 'ведро', 'пидра', 'ведра', 'vedro', 'бедре подтвердил', 'ведру', 'педире', 'бедра', 'педре', 'ВЕДРЕ', 'vedre', 'vedra', 'бедера', 'босоно', 'ведре', 'бидира', 'бадра'}	{'ведро', 'ведру', 'ведре', 'ВЕДРЕ', 'ведрə', 'ведра', 'vedro', 'vedre', 'ведрэ', 'vedra'}	DIFFERENT
{'ведрə', 'ведрэ', 'бедре', 'ведро', 'пидра', 'ведра', 'vedro', 'бедре подтвердил', 'ведру', 'педире', 'бедра', 'педре', 'ВЕДРЕ', 'vedre', 'vedra', 'бедера', 'босоно', 'ведре', 'бидира', 'бадра'}	{'бедре подтвердил', 'бедера', 'педире', 'бедра', 'педре', 'пидра', 'бидира', 'бадра', 'бедре'}	DIFFERENT
{'ведрə', 'ведрэ', 'бедре', 'ведро', 'пидра', 'ведра', 'vedro', 'бедре подтвердил', 'ведру', 'педире', 'бедра', 'педре', 'ВЕДРЕ', 'vedre', 'vedra', 'бедера', 'босоно', 'ведре', 'бидира', 'бадра'}	{'босоно'}	DIFFERENT
{'Чийлик', 'челек', 'chelik'}	{'челек', 'Чийлик'}	DIFFERENT
{'гюмелек', 'кяпянакь', 'kəpənək'}	{'kəpənək'}	DIFFERENT
{'бат1ли бав'}	{'патрибав', 'бятлибав', 'бятрибав', 'бат1ли бав'}	DIFFERENT
{'бятлибав', 'бятрибав'}	{'патрибав', 'бятлибав', 'бятрибав', 'бат1ли бав'}	DIFFERENT
{'гюмелек', 'кяпянакь', 'kəpənək'}	{'гюмелек'}	DIFFERENT
{'дебил', 'дебебил', 'деб-дебил'}	{'т1еб', 'деб-дебил', 'т1иби', 'т1ебебил', 'дебебил', 'тlиппи', 'дебил', 'т1ипи', 'т1ип1'}	DIFFERENT
{'гюмелек', 'кяпянакь', 'kəpənək'}	{'кяпянакь'}	DIFFERENT
{'патрибав'}	{'патрибав', 'бятлибав', 'бятрибав', 'бат1ли бав'}	DIFFERENT
{'пелпинег'}	{'пелпинег', 'пирпинек', 'перпюнеги', 'перпенег', 'перпюнег', 'пирпинегь'}	DIFFERENT
{'пильпеленг', 'пирпинек', 'пильпенег', 'перпюнеги', 'пильпиленг', 'перпенег', 'пирпинегь', 'перпюнег', 'пинпиленг', 'пирпиленг'}	{'пелпинег', 'пирпинек', 'перпюнеги', 'перпенег', 'перпюнег', 'пирпинегь'}	DIFFERENT
{'пильпеленг', 'пирпинек', 'пильпенег', 'перпюнеги', 'пильпиленг', 'перпенег', 'пирпинегь', 'перпюнег', 'пинпиленг', 'пирпиленг'}	{'пильпеленг', 'пильпенег', 'пильпиленг', 'пинпиленг', 'пирпиленг'}	DIFFERENT
{'пиринпа', 'пирппикан'}	{'пиринпа'}	DIFFERENT
{'полла', 'пирпик1ан'}	{'пирпик1ан', 'пирппикан'}	DIFFERENT
{'пиринпа', 'пирппикан'}	{'пирпик1ан', 'пирппикан'}	DIFFERENT
{'полла', 'пирпик1ан'}	{'полла'}	DIFFERENT
{'т1еб', 'т1иби', 'т1ебебил', 'тlиппи', 'т1ипи', 'т1ип1'}	{'т1еб', 'деб-дебил', 'т1иби', 'т1ебебил', 'дебебил', 'тlиппи', 'дебил', 'т1ипи', 'т1ип1'}	DIFFERENT
{'ц1иврахил', 'ц1орц1а'}	{'ц1иврахил'}	DIFFERENT
{'ц1иврахил', 'ц1орц1а'}	{'ц1орц1а'}	DIFFERENT
{'чепелуькь', 'чепелукь'}	{'чепелуькь', 'чепелукь', 'чупанукь'}	DIFFERENT
{'чупанукь'}	{'чепелуькь', 'чепелукь', 'чупанукь'}	DIFFERENT
{'копаста', 'къапуста', 'капуста', 'хъапуста', 'къапуста // капуста', "k'ombost'o"}	{"k'ombost'o"}	DIFFERENT
{'хъапуск1а', 'kurunb'}	{'kurunb'}	DIFFERENT
{'копаста', 'къапуста', 'капуста', 'хъапуста', 'къапуста // капуста', "k'ombost'o"}	{'копаста', 'къапуста', 'капустан', 'хъапуск1а', 'хъапустIан', 'хъапуста', 'къапуста // капуста', 'капуста'}	DIFFERENT
{'капустан', 'хъапустIан'}	{'копаста', 'къапуста', 'капустан', 'хъапуск1а', 'хъапустIан', 'хъапуста', 'къапуста // капуста', 'капуста'}	DIFFERENT
{'хъапуск1а', 'kurunb'}	{'копаста', 'къапуста', 'капустан', 'хъапуск1а', 'хъапустIан', 'хъапуста', 'къапуста // капуста', 'капуста'}	DIFFERENT
{'şam', 'шам п', 'шам', "sham'a", 'шям', 'шям подтвердил', 'шим', 'шам тоже', 'шем', "sham'", 'şəm', 'şəm podtv'}	{'şam', 'шам п', 'шам', "sham'a", 'шям', 'шям подтвердил', 'шим', 'шем', "sham'", 'şəm', 'şəm podtv'}	DIFFERENT
{'şam', 'шам п', 'шам', "sham'a", 'шям', 'шям подтвердил', 'шим', 'шам тоже', 'шем', "sham'", 'şəm', 'şəm podtv'}		NOT IN LIST 2
{'yerkökü', 'erçuçu'}	{'erçuçu'}	DIFFERENT
{'kök', 'sarıkök'}	{'kök'}	DIFFERENT
{'kök', 'sarıkök'}	{'sarıkök'}	DIFFERENT
{'yerkökü', 'erçuçu'}	{'yerkökü', 'йеркёкю(п*)'}	DIFFERENT
{'к1абажур', 'ламáдур', 'ламат1ур', 'мамадур', 'мамат1ур', 'ламадур', 'мамат1уру', 'абаджур', 'абадур'}	{'к1абажур', 'абаджур', 'абадур'}	DIFFERENT
{'жит1а'}	{'жит1а', 'чита'}	DIFFERENT
{'къуч1', 'кьут1', 'къут', 'кьут1у', 'кьут', 'к1ута', 'к1ут', 'кьут1ыр', 'кьутl', 'кьуч1', 'к1ут1', 'къудар', 'кьутI', 'кудар'}	{'къуч1', 'кьут1', 'кьут1у', 'к1ута', 'к1ут', 'кьут1ыр', 'кьутl', 'кьуч1', 'к1ут1', 'кьут', 'кьутI', 'къут'}	DIFFERENT
{'къуч1', 'кьут1', 'къут', 'кьут1у', 'кьут', 'к1ута', 'к1ут', 'кьут1ыр', 'кьутl', 'кьуч1', 'к1ут1', 'къудар', 'кьутI', 'кудар'}	{'ламáдур', 'ламат1ур', 'мамадур', 'мамат1ур', 'мамат1уру', 'къудар', 'ламадур', 'кудар'}	DIFFERENT
{'к1абажур', 'ламáдур', 'ламат1ур', 'мамадур', 'мамат1ур', 'ламадур', 'мамат1уру', 'абаджур', 'абадур'}	{'ламáдур', 'ламат1ур', 'мамадур', 'мамат1ур', 'мамат1уру', 'къудар', 'ламадур', 'кудар'}	DIFFERENT
{'чита'}	{'жит1а', 'чита'}	DIFFERENT
{'гату', 'кату', 'gatu', 'гатю'}	{'КIÉТIУ', 'гату', 'гыт', 'гет', "k'at'a", 'к1ет1у', 'геду', 'qittah', 'гати', 'га1т', 'га1ть', 'гету', 'gatu', 'gedo', 'кату', 'гатю', 'кет', 'кету', 'кIетIу', 'кац', 'кето', 'кац1'}	DIFFERENT
{'КIÉТIУ', 'геду', 'кет', 'кету', 'гету', 'ккитан', 'кIетIу', 'гет', 'gedo', 'кето', 'китан', 'кита', 'к1ет1у'}	{'КIÉТIУ', 'гату', 'гыт', 'гет', "k'at'a", 'к1ет1у', 'геду', 'qittah', 'гати', 'га1т', 'га1ть', 'гету', 'gatu', 'gedo', 'кату', 'гатю', 'кет', 'кету', 'кIетIу', 'кац', 'кето', 'кац1'}	DIFFERENT
{"k'at'a"}	{'КIÉТIУ', 'гату', 'гыт', 'гет', "k'at'a", 'к1ет1у', 'геду', 'qittah', 'гати', 'га1т', 'га1ть', 'гету', 'gatu', 'gedo', 'кату', 'гатю', 'кет', 'кету', 'кIетIу', 'кац', 'кето', 'кац1'}	DIFFERENT
{'пший', 'pşik', 'pişik', 'пшик', 'qittah', 'пишик', 'пши', 'мишик'}	{'пший', 'pşik', 'pişik', 'пшик', 'пишик', 'пши', 'мишик'}	DIFFERENT
{'пший', 'pşik', 'pişik', 'пшик', 'qittah', 'пишик', 'пши', 'мишик'}	{'КIÉТIУ', 'гату', 'гыт', 'гет', "k'at'a", 'к1ет1у', 'геду', 'qittah', 'гати', 'га1т', 'га1ть', 'гету', 'gatu', 'gedo', 'кату', 'гатю', 'кет', 'кету', 'кIетIу', 'кац', 'кето', 'кац1'}	DIFFERENT
{'га1ть', 'га1т', 'гати'}	{'КIÉТIУ', 'гату', 'гыт', 'гет', "k'at'a", 'к1ет1у', 'геду', 'qittah', 'гати', 'га1т', 'га1ть', 'гету', 'gatu', 'gedo', 'кату', 'гатю', 'кет', 'кету', 'кIетIу', 'кац', 'кето', 'кац1'}	DIFFERENT
{'гитан'}	{'гитан', 'кита', 'ккитан', 'китан'}	DIFFERENT
{'гъанцIа', 'гъецI'}	{'гъанцIа'}	DIFFERENT
{'гъанцIа', 'гъецI'}	{'гъецI'}	DIFFERENT
{'гыт'}	{'КIÉТIУ', 'гату', 'гыт', 'гет', "k'at'a", 'к1ет1у', 'геду', 'qittah', 'гати', 'га1т', 'га1ть', 'гету', 'gatu', 'gedo', 'кату', 'гатю', 'кет', 'кету', 'кIетIу', 'кац', 'кето', 'кац1'}	DIFFERENT
